date,views,likes,comments,shares,total engagements,engagement rate %,company name,post topic,post url,post content,number of faces,face emotion,face position,face area %,objects,number of objects,object 1,object 1 position,object 1 area %,object 2,object 2 position,object 2 area %,text length,dominant colour,cta,cta position,cta area %,logos,logo 1 name,logo 1 position,logo 1 area %,logo 2 name,logo 2 position,logo 2 area %,number of persons,person area %
2023-09-11,2024,9,1,0,10,0.5,Infosys,Offerings,https://twitter.com/Infosys/status/1701196395703640386,"Watch 
@MyneniAniesh
 share his views on the importance of modernization of Global Business Services and its trajectory from evolution to the future roadmap. http://infy.com/3Lk2JC1 #SETChronicles #RedefiningServiceExperience #InfosysCobalt",1,Surprise,center-right,,"Person, Tie, Coat",3,Person,center-right,,Tie,bottom-right,,154,lightgray,,,,,,,,,,,1,29.70353254
2023-09-11,2287,7,0,0,7,0.31,Infosys,ESG,https://twitter.com/Infosys/status/1701187084197785688,"We are delighted to announce the launch of our new book, ""Pioneering Net Zero Buildings: The Infosys Journey"".
Stay tuned for more transformative stories. To read the book, click here: http://infy.com/3RiNAVq
#InfosysESG | #ESGIsAnOpportunity | #sustainability | #climatechange",,,,,"Packaged goods, Packaged goods",2,Packaged goods,center-left,,Packaged goods,center,,103,darkcyan,BOOK LAUNCH,center,,Infosys,Infosys,top-left,,,,,0,0
2023-09-12,1546,7,1,0,8,0.52,Infosys,Offerings,https://twitter.com/Infosys/status/1701573883524960467,"As per 
@Infosys_IKI
, companies want cloud to help them open new revenue streams, access emerging technologies such as artificial intelligence (AI), and integrate acquisitions.
Learn how with Cloud Radar 2023: http://infy.com/3PAhJhw",1,Joy,center-right,,"Person, Laptop, Table top",3,Person,center-right,,Laptop,bottom-center,,50,darkslategray,,,,,,,,,,,1,20.18480913
2023-09-12,2557,17,2,0,19,0.75,Infosys,Deals,https://twitter.com/Infosys/status/1701544223218999477,"Infosys will adopt an ‘AI first’ approach powered by Infosys Topaz, to empower STARK Group with AI-driven operational efficiencies and service quality. Read the press release here. http://infy.com/3ZkT6ZC #InfyNews",2,Joy,center,,"Person, Person, Chair",3,Person,center-right,,Person,bottom-center,,124,black,,,,Infosys,Infosys,top-left,,,,,2,40.52182213
2023-09-13,9272,79,5,0,84,0.91,Infosys,Brand,https://twitter.com/Infosys/status/1701845676424917093,"Board the Infy bus, next stop – SUCCESS!
#InfyLife #NavigateYourNext #ForwardWithInfosys",,,,,License plate,1,License plate,bottom-right,,,,,45,steelblue,,,,"Infosys, Infosys",Infosys,bottom-left,,Infosys,top-center,,0,0
2023-09-14,1601,6,0,0,6,0.38,Infosys,ESG,https://twitter.com/Infosys/status/1702303695528992783,".
@_swapnilmjoshi
, Infosys, spoke to students of Stanford University at Infosys Pune on how ESG and education are mutually reinforcing and help comprehend challenges in creating a sustainable world. 

#InfosysESG | #ESGIsAnOpportunity | #sustainability",10,Joy,center-right,,"Person, Person, Person, Person, Person, Person, Person, Person, Person, Person",10,Person,bottom-right,,Person,center-left,,8,gray,,,,,,,,,,,10,42.82396691
2023-09-12,560,1,0,0,1,0.18,HCL,Sports,https://twitter.com/hcltech/status/1701482810551492949,"Thank you to everyone who joined us, as we strive to make a positive impact on our communities and promote an active, healthy lifestyle to our people. 💗",4,Joy,top-center,,"Person, Person, Person, Person, Person, Top, Top, Person, Pants, Shoe",10,Person,center,,Person,center-left,,46,silver,,,,,,,,,,,6,69.32204532
2023-09-12,4557,10,1,0,11,0.25,Deloitte,Diversity & Inclusion,https://twitter.com/Deloitte/status/1701551228512096767,"We believe in empowering women. At our upcoming livestream, we bring together two incredible leaders from 
@Deloitte
 and 
@IBM
 to speak candidly about their triumphs, tribulations, and journeys as #WomenInTech. Register today: https://deloi.tt/44VyM2c",1,Joy,center-right,,Person,1,Person,center-right,,,,,46,darkslategray,,,,Deloitte,Deloitte,top-left,,,,,1,22.66553629
2023-09-15,1906,7,0,0,7,0.37,Infosys,Events,https://twitter.com/Infosys/status/1702708375627194833,"Ready to unlock the true potential of the cloud? We are teaming up with HPE Enterprise to delve into 'The Promise of Cloud."" Stay tuned for insights. #HPEEnterprise #InfosysConfluence2023 
For more - https://infy.com/3sTM8P3",3,Joy,center-right,,"Person, Person, Person",3,Person,center-right,,Person,center-left,,353,linen,,,,,,,,,,,3,3.314682821
2023-09-15,2759,20,0,0,20,0.73,Infosys,Events,https://twitter.com/Infosys/status/1702739039772610978,"Companies should beware of the shiny object, says Forrester's Fiona Swerdlow. Instead, take a measured approach to emerging technologies like generative AI and focus on the pain points the tech can help them solve. #AmericasConfluence #InfosysConfluence2023 #BeingAIFirst",10,Joy,bottom-left,,"Person, Person, Person, Person, Person, Person, Person, Person, Person, Person",10,Person,bottom-center,,Person,bottom-right,,41,darkslategray,,,,,,,,,,,10,31.89646167
2023-09-15,1154,4,1,0,5,0.44,Infosys,Thought Leader,https://twitter.com/Infosys/status/1702464049944883212,"Anand Swaminathan, Infosys, and Enrique Rodriguez, EVP, CTO, Liberty Global, talked about the four dimensions of sustainable success in the connectivity industry: People, Planet, Prosperity, and Partnerships. (cont) http://spkl.io/l/60114lvBc",10,Joy,bottom-left,,"Person, Person, Person, Person, Person, Person, Person, Chair, Person, Clothing",10,Person,bottom-left,,Person,bottom-left,,38,midnightblue,,,,,,,,,,,8,46.46013943
2023-09-13,1914,7,0,0,7,0.37,Infosys,Offerings,https://twitter.com/Infosys/status/1701875869612982504,"As more & more commercial opportunities for #metaverse start to emerge, companies are taking their first steps into a brave new world. Read more on how various industries are embarking on an exciting journey. http://bit.ly/3zTaRUG
#digitaltransformation #InfosysCobalt",1,Joy,center,,Person,1,Person,center,,,,,50,mediumpurple,,,,Infosys,Infosys,top-left,,,,,1,34.8596693
2023-09-13,1363,2,0,0,2,0.15,Infosys,Events,https://twitter.com/Infosys/status/1701883422933667881,"An enlightening session that will revolutionize your approach to business. For more - http://infy.com/3PDbg5F
#InfosysAmericasConfluence #InfosysConfluence2023 #AmericasConfluence",3,Joy,center-right,,"Person, Person",2,Person,center-left,,Person,center-right,,325,midnightblue,,,,,,,,,,,2,2.059463571
2023-09-16,2829,11,0,0,11,0.39,Infosys,Offerings,https://twitter.com/Infosys/status/1702978134574764179,"Discover the pros and cons of various implementation options to find the right path for your organization. 
Unleash your digital transformation with a tailored approach. 

Click here to know more. http://infy.com/3PhYCrm

#InfySAPServices",,,,,"Laptop, Computer keyboard, Person",3,Laptop,center-right,,Computer keyboard,center-right,,105,tan,,,,Infosys,Infosys,top-left,,,,,1,24.67023638
2023-09-16,2543,11,0,0,11,0.44,Infosys,Events,https://twitter.com/Infosys/status/1702794304928796930,"Tennis legend Steffi Graf wrapped up Americas Confluence with an amazing wide-ranging discussion on how she defines success, the importance or resting and repairing, mastering the long game, and much more. #AmericasConfluence #InfosysConfluence2023 #BeingAIFirst",9,Joy,bottom-left,,"Person, Person, Person, Person, Person, Person, Person, Person, Person, Clothing",10,Person,bottom-center,,Person,bottom-left,,20,darkslategray,,,,,,,,,,,9,35.40655742
2023-09-16,1731,4,0,0,4,0.24,Infosys,Events,https://twitter.com/Infosys/status/1702784365283954910,"A transformed customer experience is key for consumers in the digital world. Parag Jain, Infosys, with Viresh Rustagi, Peloton, and Amit Jhunjhunwala, Five Below, explored how a customer engagement platform provides (cont) http://spkl.io/l/60144lxPg",10,Joy,bottom-center,,"Person, Person, Person, Person, Person, Person, Person, Person, Chair, Person",10,Person,bottom-right,,Person,center,,56,darkslategray,,,,,,,,,,,9,29.46251497
2023-09-18,2967,14,0,0,14,0.48,Infosys,User Engagement/Awareness,https://twitter.com/Infosys/status/1703672712328106122,"Limitless learning and growth opportunities enable Tiffany to #BuildWhatsNext for her clients! Accelerate your career with Infosys, and let’s navigate further together. http://infy.com/3PjUZ3Z
#ThisIsInfosys #BuildWhatsNext #Careers",1,Joy,center-right,,Person,1,Person,center-right,,,,,201,darkcyan,,,,Infosys,Infosys,top-left,,,,,1,8.070519914
2023-09-13,1821,11,0,0,11,0.61,Infosys,Offerings,https://twitter.com/Infosys/status/1701860772266017036,"Gaurav Uniyal discusses how the future of help desk services using cloud holds immense potential to deliver superior support experiences to customers, while empowering agents with advanced tools & insights. Read the article on TechCircle. http://bit.ly/3r26hly #InfosysCobalt",2,Joy,center-right,,"Person, Person, Computer keyboard, Person, Table top",5,Person,center-right,,Person,center,,55,darkslategray,,,,,,,,,,,3,56.93110569
2023-09-15,3972,10,0,0,10,0.26,Deloitte,ESG,https://twitter.com/Deloitte/status/1702728988999749698,"The 
@UN
 SDG Pavilion at #UNGA78 is your premier stop to talk equity, sustainability, and prosperity.  

Explore how Deloitte is helping drive conversations around #SDG finance and the future of #education.🍃👩 💻

https://deloi.tt/3ZliEpd
#UNWeek #GlobalGoals",,,,,Lighting,1,Lighting,center-right,,,,,85,peru,,,,Deloitte,Deloitte,top-left,,,,,0,0
2023-09-15,4322,16,0,0,16,0.38,Deloitte,Deals,https://twitter.com/Deloitte/status/1702682728238346568,"Any game can be won in the second half. That’s why Deloitte was a founding partner of the 
@UN
 SDG Pavilion. To help create solutions to some of the world’s most pressing challenges. Let’s take the #GlobalGoals to the finish line. https://deloi.tt/45XzZHp #UNGA78 #ImpactThatMatters",,,,,Lighting,1,Lighting,center-right,,,,,85,peru,,,,Deloitte,Deloitte,top-left,,,,,0,0
2023-09-16,4478,8,12,0,20,0.45,Deloitte,Events,https://twitter.com/Deloitte/status/1702774289638768903,"Join Deloitte Global Chief People and Purpose Officer, Elizabeth Faber at the 
@UN
 SDG Pavilion where she'll discuss the future of #education and how we collectively can support young generations in this changing world 💻🌎. https://deloi.tt/3RltcTq

#UNWeek #GlobalGoals #UNGA78",,,,,Lighting,1,Lighting,center-right,,,,,105,peru,,,,Deloitte,Deloitte,top-left,,,,,0,0
2023-09-19,1805,19,1,0,20,1.11,HCL,ESG,https://twitter.com/hcltech/status/1704108767481393161,"We’re pleased to launch the HCLTech Climate Action Grant in the Americas. HCLTech has committed $5 million over five years for the program to provide grants to non-governmental organizations (NGOs) combating climate change and restoring ecosystems and biodiversity across the Americas.

The 
@HCL_Grant
 has a history of supporting India-based non-governmental organizations (NGOs) for the last eight years and is now being launched in the Americas to empower NGOs and further scale their grassroots innovation",,,,,Packaged goods,1,Packaged goods,center,,,,,119,darkslategray,Learn more,bottom-right,,,,,,,,,0,0
2023-09-08,2004,18,0,0,18,0.9,Capgemini,Sports,https://twitter.com/Capgemini/status/1700147110191022188,"🏉Here we come, #RWC2023 kicks off today! 
Are you ready to embrace the spirit of rugby? 
 
As a Worldwide Partner of 
@rugbyworldcup
, we’ll be watching and cheering for all the teams and the sport we love. We wish them the best of luck!
 
#GetTheFutureYouWant",4,Joy,center-left,,"Person, Person, Person, Person, Person, Person, Person, Person, Clothing, Top",10,Person,center-right,,Person,center-right,,71,skyblue,,,,,,,,,,,8,44.89616471
2023-09-20,2253,6,0,0,6,0.27,Infosys,Offerings,https://twitter.com/Infosys/status/1704412587125838218,"Many energy companies are embracing the opportunity to go digital by implementing a new foundation and, in doing so, catalyzing a larger overarching transformation by leveraging SAP S/4HANA. Read more for the latest insights. http://bit.ly/44Xworx #InfySAPServices",2,Joy,center,,"Person, Helmet, Helmet, Person",4,Person,center,,Person,bottom-right,,66,darkgray,,,,,,,,,,,2,27.87274525
2023-09-21,1983,7,0,0,7,0.36,Infosys,Offerings,https://twitter.com/Infosys/status/1704870794612903944,"Next-gen digital marketing is here – and Infosys is leading the charge in leveraging generative AI to enhance valuable omni-channel partnerships. Read more from 
@virmani_sumit
, Infosys, in 
@Adweek
: https://bit.ly/3LspHqn #DigitalMarketing #GenAIMarketing",4,Joy,center-right,,"Person, Person, Person, Person, Table",5,Person,bottom-right,,Person,center,,86,dimgray,,,,,,,,,,,4,26.7740292
2023-09-11,4309,9,0,0,9,0.21,Deloitte,Offerings,https://twitter.com/Deloitte/status/1701188838444458380,"How can #governments restructure #infrastructure programs to deliver economic, environmental, and societal benefits during periods of high #inflation? Read more: https://deloi.tt/45Yp6ES",,,,,Bracelet,1,Bracelet,center-right,,,,,81,black,Download now,bottom-left,,Deloitte,Deloitte,top-left,,,,,0,0
2023-09-08,1731,5,0,0,5,0.29,Infosys,Offerings,https://twitter.com/Infosys/status/1700116781099049066,"Rajesh Varrier's article on #hybridwork and an Infosys report on hybrid policies were featured in an 
@hrdive
 article, pointing to how companies that embraced hybrid working in recent years are more likely to retain their staff.

Read more here: http://bit.ly/44JpMgv",1,Joy,center-right,,"Person, Laptop, Clothing, Table top",4,Person,center-right,,Laptop,bottom-center,,108,dimgray,,,,Infosys,Infosys,top-left,,,,,1,16.96204893
2023-09-21,2218,12,0,0,12,0.55,Infosys,Events,https://twitter.com/Infosys/status/1704828501046472900,"It is a star-studded panel of speakers for the Infosys session at Oracle #CloudWorld 2023 with Ted Doering, CDO, Emerson, Samir Shah, Global CIO, Fortune Brands, Kari Mahaffey, SVP, High Tech and Manufacturing Industries & Sreekumar, Infosys. #InfyAtOCW23 #InfosysOracleServices",5,Joy,center-right,,"Person, Person, Person, Person, Person, Suit, Pants, Suit, Pants, Chair",10,Person,center,,Person,center-left,,33,darkslategray,,,,,,,,,,,5,20.09374928
2023-09-12,12300,83,3,0,86,0.7,IBM,Events,https://twitter.com/IBM/status/1701649790977683828,"AI is unlocking new levels of workplace productivity.

In the opening keynote at #IBMTechXchange, IBM SVP 
@dineshknirmal
, will discuss how #watsonx is transforming enterprises and enabling technologists to build the future. Watch live at 10:30am PDT: https://ibm.co/44Tqh7w",1,Joy,center-right,,"Person, Shirt",2,Person,bottom-right,,Shirt,bottom-right,,147,aliceblue,,,,,,,,,,,1,7.936786078
2023-09-11,1997,11,1,0,12,0.61,Infosys,ESG,https://twitter.com/Infosys/status/1701216524902482129,"Prof. Amory B. Lovins, Cofounder and Chairman Emeritus, Rocky Mountain Institute, shares his thoughts on Infosys’ new book, ""Pioneering Net Zero Buildings: The Infosys Journey"".
 
Click here to read: http://infy.com/3RiNAVq
 
#InfosysESG | #ESGIsAnOpportunity | #sustainability",1,Joy,center-left,,"Glasses, Person",2,Person,center-left,,Glasses,center-left,,250,darkcyan,,,,Infosys,Infosys,top-left,,,,,1,35.60993135
2023-09-13,883,5,0,0,5,0.57,Capgemini,Events,https://twitter.com/Capgemini/status/1701936317636985201,"To thrive beyond 2030, ""business as usual"" is no longer an option. Even organizations primarily focusing on business values recognize its reliability on a healthy planet.

Join us at #ClimateWeekNYC to explore this harmony further. https://bit.ly/44BLoLo",,,,,Ball,1,Ball,center,,,,,89,black,GET THE FUTURE,bottom-left,,Capgemini,Capgemini,top-right,,,,,0,0
